interactionId,sentence,entities,interaction,relationship
BioInfer_d219,"From these we have isolated eight viable and lethal alleles of the muscle myosin heavy chain gene, and seven viable alleles of the indirect flight muscle (IFM)-specific Act88F actin gene.","[('T1', 'Gene/protein/RNA', 'muscle myosin heavy chain', (67, 92)), ('T3', 'Individual_protein', 'actin', (176, 181)), ('T2', 'Individual_protein', 'Act88F', (169, 175))]","{'R1': ('T2', 'T3')}",1
BioInfer_d513,"Reduced expression of E-cadherin, alpha-catenin, and beta-catenin was observed in 64% (87 of 135), 50% (43 of 86), and 58% (50 of 86) of the specimens tested, respectively.","[('T1', 'Gene/protein/RNA', 'E-cadherin', (22, 32)), ('T3', 'Gene/protein/RNA', 'alpha-catenin', (34, 47)), ('T2', 'Gene/protein/RNA', 'beta-catenin', (53, 65))]",{},0
BioInfer_d172,Developmental changes in actin and myosin heavy chain isoform expression in smooth muscle.,"[('T1', 'Gene/protein/RNA', 'myosin heavy chain', (35, 53)), ('T2', 'Gene/protein/RNA', 'actin', (25, 30))]",{},0
BioInfer_d604,The deduced peptide sequence contained a nuclear localization signal and a putative actin-binding sequence as reported in NM-type cofilin.,"[('T1', 'Individual_protein', 'NM-type cofilin', (122, 137)), ('T2', 'Individual_protein', 'actin', (84, 89))]","{'R1': ('T1', 'T2')}",1
BioInfer_d265,"How profilin/barbed-end synergy controls actin polymerization: a kinetic model of the ATP hydrolysis circuit.
In particular, both profilin and free filament barbed ends have been shown to play major roles in the processing of ATP by actin.
We have developed a new integrated kinetic model to examine how the maintenance of the pool of unpolymerized actin and the flux of actin subunits through filaments are controlled by profilin and free filament barbed ends through their interaction with ATP.","[('T6', 'Individual_protein', 'actin', (371, 376)), ('T7', 'Individual_protein', 'actin', (349, 354)), ('T4', 'Individual_protein', 'actin', (233, 238)), ('T5', 'Individual_protein', 'profilin', (422, 430)), ('T1', 'Individual_protein', 'profilin', (4, 12)), ('T3', 'Individual_protein', 'profilin', (130, 138)), ('T2', 'Individual_protein', 'actin', (41, 46))]","{'R1': ('T1', 'T2'), 'R2': ('T5', 'T6'), 'R3': ('T5', 'T7')}",1
BioInfer_d78,"As a nuclear transport signal sequence exists in cofilin and ADF but not in actin, ADF and/or cofilin may be responsible for the nuclear import of actin in myogenic cells under certain conditions.
Immunofluorescence microscopy revealed that two actin-binding proteins of low molecular weight with different functional activity, ADF and cofilin, are transported into nuclei of cultured myogenic cells to form rod structures there together with actin, when the cells were incubated in medium containing dimethylsulfoxide.
In most cases, ADF and cofilin colocalized in the same nuclear actin rods, but ADF appeared to predominate in mononucleated cells, while cofilin was present in multinucleated myotubes.","[('T1', 'Individual_protein', 'cofilin', (94, 101)), ('T3', 'Gene/protein/RNA', 'cofilin', (49, 56)), ('T2', 'Gene/protein/RNA', 'actin', (76, 81)), ('T6', 'Gene/protein/RNA', 'ADF', (61, 64)), ('T7', 'Individual_protein', 'cofilin', (336, 343)), ('T4', 'Individual_protein', 'actin', (147, 152)), ('T5', 'Individual_protein', 'ADF', (83, 86)), ('T10', 'Protein_family_or_group', 'actin-binding proteins', (245, 267)), ('T11', 'Gene/protein/RNA', 'cofilin', (657, 664)), ('T12', 'Individual_protein', 'ADF', (535, 538)), ('T8', 'Individual_protein', 'ADF', (328, 331)), ('T13', 'Gene/protein/RNA', 'ADF', (599, 602)), ('T14', 'Individual_protein', 'actin', (583, 588)), ('T9', 'Individual_protein', 'actin', (443, 448)), ('T15', 'Individual_protein', 'cofilin', (543, 550))]","{'R1': ('T1', 'T4'), 'R2': ('T4', 'T5'), 'R3': ('T7', 'T9'), 'R4': ('T7', 'T1'), 'R5': ('T8', 'T9'), 'R6': ('T8', 'T1'), 'R7': ('T1', 'T1'), 'R8': ('T1', 'T1'), 'R9': ('T1', 'T1')}",1
BioInfer_d514,"Reduced expression of E-cadherin and alpha-catenin, as well as mutations in the E-cadherin gene, have been found in various carcinomas, whereas mutations in the alpha- and beta-catenin genes have been described only in carcinoma cell lines.","[('T4', 'Gene/protein/RNA', 'E-cadherin', (22, 32)), ('T5', 'Gene/protein/RNA', 'E-cadherin', (80, 90)), ('T1', 'Gene/protein/RNA', 'alpha-', (161, 167)), ('T3', 'Gene/protein/RNA', 'beta-catenin', (172, 184)), ('T2', 'Gene/protein/RNA', 'alpha-catenin', (37, 50))]",{},0
BioInfer_d175,"Discrete segments (70-150 amino acids) of PRT1 and TIF35 were found to be responsible for their binding to TIF34.
The PRT1, TIF34, GCD10, and SUI1 proteins of Saccharomyces cerevisiae were found previously to copurify with eukaryotic translation initiation factor 3 (eIF3) activity.","[('T6', 'Individual_protein', 'eukaryotic translation initiation factor 3', (223, 265)), ('T7', 'Gene/protein/RNA', 'TIF34', (124, 129)), ('T4', 'Gene/protein/RNA', 'GCD10', (131, 136)), ('T5', 'Gene/protein/RNA', 'PRT1', (118, 122)), ('T8', 'Individual_protein', 'eIF3', (267, 271)), ('T9', 'Gene/protein/RNA', 'SUI1', (142, 146)), ('T1', 'Individual_protein', 'PRT1', (42, 46)), ('T3', 'Individual_protein', 'TIF35', (51, 56)), ('T2', 'Individual_protein', 'TIF34', (107, 112))]","{'R1': ('T1', 'T2'), 'R2': ('T2', 'T3')}",1
BioInfer_d603,"The cytoplasmic domain of E-cadherin cannot directly associate with alpha-catenin but interacts with high affinity with beta-catenin, whereas the binding of gamma-catenin (plakoglobin) to E-cadherin is less efficient.
alpha- and beta-catenin assemble into a 1:1 heterodimeric complex.","[('T6', 'Individual_protein', 'beta-catenin', (120, 132)), ('T7', 'Individual_protein', 'beta-catenin', (229, 241)), ('T4', 'Individual_protein', 'E-cadherin', (188, 198)), ('T5', 'Individual_protein', 'gamma-catenin', (157, 170)), ('T8', 'Individual_protein', 'alpha-', (218, 224)), ('T1', 'Individual_protein', 'alpha-catenin', (68, 81)), ('T3', 'Individual_protein', 'E-cadherin', (26, 36)), ('T2', 'Individual_protein', 'plakoglobin', (172, 183))]","{'R1': ('T1', 'T3'), 'R2': ('T2', 'T4'), 'R3': ('T3', 'T6'), 'R4': ('T4', 'T5'), 'R5': ('T7', 'T8')}",1
BioInfer_d262,"HGF/SF treatment of LoVo reduced the amount of alpha-catenin complexed with E-cadherin more markedly than in L-10, but in both cell lines this reduction was not accompanied by increased tyrosine phosphorylation of beta-catenin, suggesting the presence of a mechanism other than phosphorylation for release from cell-cell adhesion during cell motility.","[('T4', 'Individual_protein', 'HGF', (0, 3)), ('T5', 'Gene/protein/RNA', 'beta-catenin', (214, 226)), ('T1', 'Individual_protein', 'SF', (4, 6)), ('T3', 'Individual_protein', 'E-cadherin', (76, 86)), ('T2', 'Individual_protein', 'alpha-catenin', (47, 60))]","{'R1': ('T2', 'T3')}",1
BioInfer_d727,"The tumor necrosis factor receptor 1 (TNFR1) and the Fas receptor recruit complexes formed by the interactions between RIP kinase, TRADD, FADD and RAIDD - adaptor proteins that contain death domains - which in turn recruit other proteins to initiate signaling [1][2][3][4][5].","[('T6', 'Individual_protein', 'RIP kinase', (119, 129)), ('T7', 'Individual_protein', 'FADD', (138, 142)), ('T4', 'Individual_protein', 'Fas', (53, 56)), ('T5', 'Individual_protein', 'tumor necrosis factor receptor 1', (4, 36)), ('T1', 'Individual_protein', 'TRADD', (131, 136)), ('T3', 'Individual_protein', 'TNFR1', (38, 43)), ('T2', 'Individual_protein', 'RAIDD', (147, 152))]","{'R1': ('T1', 'T2'), 'R10': ('T2', 'T6'), 'R11': ('T2', 'T7'), 'R12': ('T3', 'T6'), 'R13': ('T3', 'T7'), 'R14': ('T4', 'T6'), 'R15': ('T4', 'T7'), 'R16': ('T5', 'T6'), 'R17': ('T5', 'T7'), 'R18': ('T6', 'T7'), 'R2': ('T1', 'T3'), 'R3': ('T1', 'T4'), 'R4': ('T1', 'T5'), 'R5': ('T1', 'T6'), 'R6': ('T1', 'T7'), 'R7': ('T2', 'T3'), 'R8': ('T2', 'T4'), 'R9': ('T2', 'T5')}",1
BioInfer_d346,"In isolated hearts, PD 81,723 alone produced only a small stimulus to His bundle (S-H) interval prolongation of 1.5 to 4 msec, which was completely reversed by the A1 adenosine receptor antagonist 8-cyclopentyltheophylline and adenosine deaminase.","[('T1', 'Gene/protein/RNA', 'adenosine deaminase', (227, 246)), ('T2', 'Gene/protein/RNA', 'A1 adenosine receptor', (164, 185))]",{},0
BioInfer_d430,"Molecular cloning and primary structure analysis demonstrated that alpha-catenin is homologous to vinculin and the beta-catenin is homologous to human plakoglobin and the Drosophila gene product armadillo.
One complex is composed of E-cadherin, alpha- and beta-catenin, the other of E-cadherin, alpha-catenin and plakoglobin.","[('T6', 'Individual_protein', 'E-cadherin', (283, 293)), ('T7', 'Individual_protein', 'plakoglobin', (313, 324)), ('T4', 'Individual_protein', 'beta-catenin', (115, 127)), ('T10', 'Individual_protein', 'E-cadherin', (233, 243)), ('T5', 'Individual_protein', 'alpha-catenin', (67, 80)), ('T11', 'Individual_protein', 'beta-catenin', (256, 268)), ('T8', 'Individual_protein', 'alpha-', (245, 251)), ('T9', 'Individual_protein', 'alpha-catenin', (295, 308)), ('T1', 'Individual_protein', 'plakoglobin', (151, 162)), ('T3', 'Individual_protein', 'vinculin', (98, 106)), ('T2', 'Individual_protein', 'armadillo', (195, 204))]","{'R1': ('T1', 'T4'), 'R2': ('T2', 'T4'), 'R3': ('T3', 'T5'), 'R4': ('T6', 'T7'), 'R5': ('T6', 'T9'), 'R6': ('T7', 'T9'), 'R7': ('T8', 'T1'), 'R8': ('T8', 'T1'), 'R9': ('T1', 'T1')}",1
BioInfer_d397,"It therefore appears that myosin heavy chain and actin multigene families are both expressed in a species specific fashion but are independently regulated within a species.
Regulation of myosin heavy chain and actin isogenes expression during cardiac growth.
The cardiac ventricular myosin heavy chain phenotype is developmentally and hormonally regulated, but less is known concerning the actin phenotype.","[('T6', 'Gene/protein/RNA', 'cardiac ventricular myosin heavy chain', (263, 301)), ('T4', 'Gene/protein/RNA', 'myosin heavy chain', (187, 205)), ('T5', 'Gene/protein/RNA', 'actin', (390, 395)), ('T1', 'Individual_protein', 'myosin heavy chain', (26, 44)), ('T3', 'Gene/protein/RNA', 'actin', (210, 215)), ('T2', 'Individual_protein', 'actin', (49, 54))]","{'R1': ('T1', 'T2')}",1
BioInfer_d568,The activation of the c-Raf-1-BxB-ER protein leads to an accumulation of high levels of cyclin D1 protein and a repression of the p27Kip1 cyclin-dependent kinase inhibitor under all culture conditions tested.,"[('T4', 'Protein_family_or_group', 'cyclin-dependent kinase inhibitor', (138, 171)), ('T5', 'Individual_protein', 'p27Kip1', (130, 137)), ('T1', 'Individual_protein', 'c-Raf-1-BxB', (22, 33)), ('T3', 'Individual_protein', 'cyclin D1', (88, 97)), ('T2', 'Individual_protein', 'ER', (34, 36))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T1', 'T5'), 'R4': ('T2', 'T3'), 'R5': ('T2', 'T5'), 'R6': ('T4', 'T5')}",1
BioInfer_d109,"Neuropilin-1 (NRP1) is a 130-kDa transmembrane receptor for semaphorins, mediators of neuronal guidance, and for vascular endothelial growth factor 165 (VEGF(165)), an angiogenesis factor.
A 2.2-kb truncated NRP1 cDNA was cloned that encodes a 644-aa soluble NRP1 (sNRP1) isoform containing just the a/CUB and b/coagulation factor homology extracellular domains of NRP1.
sNRP1 is secreted by cells as a 90-kDa protein that binds VEGF(165), but not VEGF(121).","[('T1', 'Individual_protein', 'Neuropilin-1', (0, 12)), ('T3', 'Protein_family_or_group', 'semaphorins', (60, 71)), ('T2', 'Individual_protein', 'NRP1', (14, 18)), ('T6', 'Individual_protein', 'soluble NRP1', (251, 263)), ('T7', 'Protein_family_or_group', 'CUB', (302, 305)), ('T4', 'Individual_protein', 'vascular endothelial growth factor 165', (113, 151)), ('T5', 'Individual_protein', 'VEGF(165)', (153, 162)), ('T10', 'Individual_protein', 'NRP1', (365, 369)), ('T11', 'Gene', 'NRP1', (208, 212)), ('T12', 'Individual_protein', 'NRP1', (365, 369)), ('T8', 'Individual_protein', 'sNRP1', (265, 270)), ('T13', 'Individual_protein', 'VEGF(121)', (448, 457)), ('T14', 'Individual_protein', 'VEGF(165)', (429, 438)), ('T9', 'Protein_family_or_group', 'coagulation factor', (312, 330)), ('T15', 'Individual_protein', 'sNRP1', (371, 376))]","{'R1': ('T1', 'T3'), 'R10': ('T9', 'T1'), 'R11': ('T1', 'T1'), 'R12': ('T1', 'T1'), 'R2': ('T1', 'T4'), 'R3': ('T1', 'T5'), 'R4': ('T2', 'T3'), 'R5': ('T2', 'T4'), 'R6': ('T2', 'T5'), 'R7': ('T6', 'T1'), 'R8': ('T7', 'T1'), 'R9': ('T8', 'T1')}",1
BioInfer_d755,"Thus, mHip1R contains an NH(2)-terminal domain homologous to that implicated in Sla2p's endocytic function, three predicted coiled-coils, a leucine zipper, and a talin-like actin-binding domain at the COOH terminus.","[('T4', 'Individual_protein', 'mHip1R', (6, 12)), ('T1', 'Individual_protein', 'actin', (173, 178)), ('T3', 'Individual_protein', 'talin', (162, 167)), ('T2', 'Individual_protein', 'Sla2p', (80, 85))]","{'R1': ('T1', 'T4'), 'R2': ('T2', 'T4'), 'R3': ('T3', 'T4')}",1
BioInfer_d76,"Armadillo (Arm) repeat 10 to the COOH terminus of beta-catenin is involved in binding to CBP, whereas beta-catenin interacts directly with the CREB-binding domain of CBP.","[('T6', 'Individual_protein', 'CBP', (166, 169)), ('T7', 'Individual_protein', 'beta-catenin', (50, 62)), ('T4', 'Individual_protein', 'CREB', (143, 147)), ('T5', 'Individual_protein', 'Armadillo', (0, 9)), ('T1', 'Individual_protein', 'CBP', (89, 92)), ('T3', 'Individual_protein', 'beta-catenin', (102, 114)), ('T2', 'Individual_protein', 'Arm', (11, 14))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T5'), 'R3': ('T1', 'T7'), 'R4': ('T2', 'T7'), 'R5': ('T3', 'T6'), 'R6': ('T4', 'T6'), 'R7': ('T5', 'T7')}",1
BioInfer_d334,"In extracts from mouse brain, profilin I and profilin II can form complexes with regulators of endocytosis, synaptic vesicle recycling and actin assembly.
In mouse brain profilin I and profilin II associate with regulators of the endocytic pathway and actin assembly.
Our findings strongly suggest that in brain profilin I and profilin II complexes link the actin cytoskeleton and endocytic membrane flow, directing actin and clathrin assembly to distinct membrane domains.","[('T6', 'Individual_protein', 'profilin I', (170, 180)), ('T7', 'Individual_protein', 'actin', (416, 421)), ('T4', 'Individual_protein', 'profilin II', (185, 196)), ('T10', 'Individual_protein', 'profilin II', (327, 338)), ('T5', 'Individual_protein', 'actin', (252, 257)), ('T11', 'Individual_protein', 'profilin I', (312, 322)), ('T8', 'Individual_protein', 'clathrin', (426, 434)), ('T9', 'Individual_protein', 'actin', (358, 363)), ('T1', 'Individual_protein', 'actin', (139, 144)), ('T3', 'Individual_protein', 'profilin II', (45, 56)), ('T2', 'Individual_protein', 'profilin I', (30, 40))]","{'R1': ('T7', 'T9'), 'R2': ('T7', 'T1'), 'R3': ('T7', 'T1'), 'R4': ('T8', 'T9'), 'R5': ('T8', 'T1'), 'R6': ('T8', 'T1'), 'R7': ('T9', 'T1'), 'R8': ('T9', 'T1')}",1
BioInfer_d493,"Previous studies have yielded conflicting results concerning the physiological role of profilin, a 12-15-kD actin- and phosphoinositide-binding protein, as a regulator of actin polymerization.","[('T1', 'Individual_protein', 'profilin', (87, 95)), ('T3', 'Individual_protein', 'actin', (171, 176)), ('T2', 'Individual_protein', 'actin', (108, 113))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3')}",1
BioInfer_d442,"Mutants of cdc3 and cdc8, which encode profilin and tropomyosin respectively, display disorganized actin patches in all cells.","[('T4', 'Gene', 'cdc8', (20, 24)), ('T5', 'Gene/protein/RNA', 'actin', (99, 104)), ('T1', 'Individual_protein', 'tropomyosin', (52, 63)), ('T3', 'Individual_protein', 'profilin', (39, 47)), ('T2', 'Gene', 'cdc3', (11, 15))]","{'R1': ('T1', 'T4'), 'R2': ('T2', 'T3')}",1
BioInfer_d830,"When the actin monomer pool in untransfected myoblasts is increased 70% by treatment with latrunculin A, synthesis of ADF and actin are down-regulated compared with cofilin and 19 other proteins selected at random.","[('T4', 'Gene/protein/RNA', 'actin', (126, 131)), ('T1', 'Gene/protein/RNA', 'ADF', (118, 121)), ('T3', 'Gene/protein/RNA', 'actin', (9, 14)), ('T2', 'Gene/protein/RNA', 'cofilin', (165, 172))]",{},0
BioInfer_d784,Unmasking of this site serves as a molecular switch that initiates assembly of an actin-based motility complex containing VASP and profilin.,"[('T1', 'Individual_protein', 'VASP', (122, 126)), ('T3', 'Individual_protein', 'profilin', (131, 139)), ('T2', 'Individual_protein', 'actin', (82, 87))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T2', 'T3')}",1
BioInfer_d729,"The two proteins were found to differ in their interaction with actin, like destrin and cofilin isolated from porcine brain.","[('T1', 'Individual_protein', 'cofilin', (88, 95)), ('T3', 'Individual_protein', 'actin', (64, 69)), ('T2', 'Individual_protein', 'destrin', (76, 83))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T2', 'T3')}",1
BioInfer_d348,"In order to clarify cofilin-dependent regulation of actin assembly in muscle cells, cofilin tagged with fluorescence dyes was introduced into C2 myoblasts by a micro injection method.
The exogeneous cofilin, but not ADF, caused quick disassembly of actin filaments and accumulated in furrow region of dividing cells.
These results suggest that the subcellular distribution of cofilin as well as its interaction with actin in vivo is regulated by its phosphorylation and dephosphorylation.","[('T6', 'Individual_protein', 'actin', (249, 254)), ('T7', 'Individual_protein', 'actin', (416, 421)), ('T4', 'Individual_protein', 'cofilin', (199, 206)), ('T5', 'Individual_protein', 'ADF', (216, 219)), ('T8', 'Individual_protein', 'cofilin', (376, 383)), ('T1', 'Individual_protein', 'actin', (52, 57)), ('T3', 'Gene/protein/RNA', 'cofilin', (84, 91)), ('T2', 'Individual_protein', 'cofilin', (20, 27))]","{'R1': ('T1', 'T2'), 'R2': ('T4', 'T6'), 'R3': ('T5', 'T6'), 'R4': ('T7', 'T8')}",1
BioInfer_d399,"Kinetic studies on the effect of yeast cofilin on yeast actin polymerization.
The results suggest some cooperativity with respect to cofilin binding to filamentous actin which may be pH dependent.","[('T4', 'Individual_protein', 'cofilin', (133, 140)), ('T1', 'Individual_protein', 'cofilin', (39, 46)), ('T3', 'Individual_protein', 'actin', (164, 169)), ('T2', 'Individual_protein', 'actin', (56, 61))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4')}",1
